Team,Season,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Philadelphia Flyers,19701971,78,28,33,17,--,73,0.468,28,28,0,207,225,2.65,2.88,--,--,--,--,31.1,31.8,--
San Jose Sharks,20022003,82,28,37,9,8,73,0.445,26,28,0,214,239,2.61,2.91,18.1,81,15.5,82.4,28.1,29.2,50.3
Calgary Flames,20002001,82,27,36,15,4,73,0.445,24,27,0,197,236,2.4,2.88,14.9,79.9,12.4,80.7,27.2,27.1,51.6
Hartford Whalers,19791980,80,27,34,19,--,73,0.456,27,27,0,303,312,3.79,3.9,19.5,74.5,19.1,77.3,27.4,29.6,--
Minnesota Wild,20012002,82,26,35,12,9,73,0.445,26,26,0,195,238,2.38,2.9,14.8,82.9,12.3,85.9,23.8,28,48.5
Boston Bruins,19992000,82,24,33,19,6,73,0.445,23,24,0,210,248,2.56,3.02,14.4,79.5,13.2,79.5,30.7,27.7,49
Pittsburgh Penguins,20122013,48,36,12,--,0,72,0.75,31,33,3,162,119,3.38,2.48,24.7,79.6,22.9,80.8,30,29.2,51.5
Edmonton Oilers,20202021,56,35,19,--,2,72,0.643,31,35,0,183,154,3.27,2.75,27.6,82.5,25.3,83.8,29.9,30.7,50.4
New York Rangers,20002001,82,33,43,5,1,72,0.439,28,33,0,250,290,3.05,3.54,17.9,78.5,14.6,82.5,28.6,31.4,51.2
Pittsburgh Penguins,19891990,80,32,40,8,--,72,0.45,29,32,0,318,359,3.98,4.49,21.3,74.7,16.1,76.6,29,33.6,--
Chicago Blackhawks,20192020,70,32,30,--,8,72,0.514,23,28,4,208,214,2.97,3.06,15.2,82.1,11.5,85,31.8,35.1,49.9
St. Louis Blues,19811982,80,32,40,8,--,72,0.45,32,32,0,315,349,3.94,4.36,22.5,76.2,18.7,79,30.8,32.2,--
New Jersey Devils,20182019,82,31,41,--,10,72,0.439,24,28,3,219,271,2.67,3.3,17.7,84.3,13.8,88.2,30.3,31.6,49.4
Toronto Maple Leafs,19461947,60,31,19,10,--,72,0.6,31,31,0,209,172,3.48,2.87,--,--,--,--,--,--,--
Los Angeles Kings,19671968,74,31,33,10,--,72,0.486,31,31,0,200,224,2.7,3.03,--,--,--,--,30.9,28.2,--
Quebec Nordiques,19861987,80,31,39,10,--,72,0.45,31,31,0,267,276,3.34,3.45,22,83.8,18.5,86.3,29.8,29.1,--
New York Rangers,19661967,70,30,28,12,--,72,0.514,30,30,0,188,189,2.69,2.7,--,--,--,--,31.4,31.3,--
Pittsburgh Penguins,19861987,80,30,38,12,--,72,0.45,25,30,0,297,290,3.71,3.63,20.9,76.1,18.3,78.4,30.3,29.5,--
Florida Panthers,20102011,82,30,40,--,12,72,0.439,20,26,4,191,222,2.33,2.71,13.1,84.6,11.2,86.1,30.4,31.8,51.9
Chicago Blackhawks,19811982,80,30,38,12,--,72,0.45,30,30,0,332,363,4.15,4.54,25.5,75.4,21.6,78.8,32.1,33.2,--
Detroit Red Wings,19471948,60,30,18,12,--,72,0.6,30,30,0,187,148,3.12,2.47,--,--,--,--,--,--,--
Calgary Flames,19981999,82,30,40,12,--,72,0.439,27,30,0,211,234,2.57,2.85,14.3,79.8,12.6,82.9,28.6,29.5,47.7
New York Rangers,19761977,80,29,37,14,--,72,0.45,29,29,0,272,310,3.4,3.88,--,--,--,--,34.7,31.8,--
Chicago Blackhawks,19861987,80,29,37,14,--,72,0.45,28,29,0,290,310,3.63,3.88,17,76.3,14.2,77.7,32,33.9,--
St. Louis Blues,19751976,80,29,37,14,--,72,0.45,29,29,0,249,290,3.11,3.63,--,--,--,--,29.4,31,--
Minnesota North Stars,19701971,78,28,34,16,--,72,0.462,28,28,0,191,223,2.45,2.86,--,--,--,--,30.9,32,--
Buffalo Sabres,20022003,82,27,37,10,8,72,0.439,24,27,0,190,219,2.32,2.67,14.4,85.4,11.3,87.6,28.6,28,50.1
Anaheim Ducks,19931994,84,33,46,5,--,71,0.423,31,33,0,229,251,2.73,2.99,14.4,82.7,10.9,85.1,28.6,31.1,--
New York Islanders,20202021,56,32,17,--,7,71,0.634,24,28,4,152,125,2.71,2.23,18.8,83.7,18.8,86.7,29,28.4,51.4
St. Louis Blues,19831984,80,32,41,7,--,71,0.444,29,32,0,293,316,3.66,3.95,22.4,74.8,17.9,75.9,30.3,30,--
Edmonton Oilers,20062007,82,32,43,--,7,71,0.433,28,29,3,192,245,2.34,2.99,14.2,84.6,13.1,86.1,26.7,29.7,51.5
Los Angeles Kings,20072008,82,32,43,--,7,71,0.433,25,27,5,226,263,2.76,3.21,17.4,78,16.4,81.6,28.6,32,47.8
Montréal Canadiens,20192020,71,31,31,--,9,71,0.5,19,27,4,208,220,2.93,3.1,17.7,78.7,15.1,81.5,34.1,31.1,50.4
Tampa Bay Lightning,20072008,82,31,42,--,9,71,0.433,27,29,2,221,266,2.7,3.24,19.3,82.1,16.9,84.3,28.7,28.2,49.7
Chicago Blackhawks,20062007,82,31,42,--,9,71,0.433,22,25,6,195,251,2.38,3.06,11.8,82.6,10.2,85.3,26.8,29.4,47.8
Los Angeles Kings,20182019,82,31,42,--,9,71,0.433,22,28,3,199,259,2.43,3.16,15.8,76.5,10,78.3,28.8,31.4,50.5
New York Islanders,19971998,82,30,41,11,--,71,0.433,30,30,0,212,225,2.59,2.74,16.7,85.9,12.3,88.8,25.8,28.8,49.8
Philadelphia Flyers,19891990,80,30,39,11,--,71,0.444,28,30,0,290,297,3.63,3.71,19.2,81,15.4,84.5,30.9,31.8,--
Carolina Hurricanes,20142015,82,30,41,--,11,71,0.433,24,25,5,183,219,2.23,2.67,18.8,84.7,17.1,85.8,30.8,27.3,53
Tampa Bay Lightning,19931994,84,30,43,11,--,71,0.423,27,30,0,224,251,2.67,2.99,14.7,82.7,9.5,84.8,29.8,27.3,--
Detroit Red Wings,19631964,70,30,29,11,--,71,0.507,30,30,0,191,204,2.73,2.91,--,--,--,--,34.9,32.3,--
Montréal Canadiens,20172018,82,29,40,--,13,71,0.433,24,27,2,207,258,2.52,3.15,21.2,74.1,18.8,76.8,32.8,32.3,47.6
Toronto Maple Leafs,19691970,76,29,34,13,--,71,0.467,29,29,0,222,242,2.92,3.18,--,--,--,--,34.3,36.1,--
Chicago Blackhawks,20002001,82,29,40,8,5,71,0.433,27,29,0,210,246,2.56,3,12.9,83.9,9.1,88.5,26.3,26.7,49.9
Toronto Maple Leafs,19801981,80,28,37,15,--,71,0.444,28,28,0,322,367,4.03,4.59,25.3,77.4,24.1,79.6,34.3,33.6,--
Columbus Blue Jackets,20002001,82,28,39,9,6,71,0.433,25,28,0,190,233,2.32,2.84,14.7,80.7,12.6,81.5,25.4,30.2,50.5
Detroit Red Wings,19941995,48,33,11,4,--,70,0.729,33,33,0,180,117,3.75,2.44,24.2,86.4,20.9,88.8,32.7,25.1,--
Toronto Maple Leafs,19861987,80,32,42,6,--,70,0.438,29,32,0,286,319,3.58,3.99,17.2,78,13.9,83.2,30.1,32.4,--
Minnesota North Stars,19911992,80,32,42,6,--,70,0.438,32,32,0,246,278,3.08,3.48,17,81.5,12.1,83.7,30.7,28.6,--
Edmonton Oilers,20152016,82,31,43,--,8,70,0.427,20,27,4,199,242,2.43,2.95,18.1,81.1,15.6,83.1,29.1,31.1,48.8
Los Angeles Kings,19861987,80,31,41,8,--,70,0.438,29,31,0,318,341,3.98,4.26,25.3,73.1,21.1,75.7,30.9,31.1,--
Minnesota North Stars,19861987,80,30,40,10,--,70,0.438,28,30,0,296,314,3.7,3.93,22.8,75.6,17.9,78,30.7,32.6,--
Arizona Coyotes,20162017,82,30,42,--,10,70,0.427,20,24,6,191,258,2.33,3.15,16.2,77.3,13.2,80.4,27.8,34.1,48
New York Islanders,19961997,82,29,41,12,--,70,0.427,26,29,0,240,250,2.93,3.05,13.9,83.4,11.3,87.8,26.7,30.3,--
Washington Capitals,20052006,82,29,41,--,12,70,0.427,20,22,7,230,300,2.8,3.66,14.7,78.9,11,81.6,29.8,35.1,50.4
Chicago Blackhawks,19981999,82,29,41,12,--,70,0.427,28,29,0,202,248,2.46,3.02,14.9,80.3,11.9,82.2,26.2,29.3,51.5
Detroit Red Wings,19571958,70,29,29,12,--,70,0.5,29,29,0,176,207,2.51,2.96,--,--,--,--,--,--,--
Arizona Coyotes,20172018,82,29,41,--,12,70,0.427,20,27,2,206,251,2.51,3.06,16.9,80,12.8,80.9,29.9,32.2,47.7
New Jersey Devils,20162017,82,28,40,--,14,70,0.427,18,25,3,180,241,2.2,2.94,17.5,79.6,12.8,81.9,27.8,31.4,49.2
Montréal Canadiens,20002001,82,28,40,8,6,70,0.427,26,28,0,206,232,2.51,2.83,16.2,82.2,15.4,83.7,26.2,28,49.5
Washington Capitals,20062007,82,28,40,--,14,70,0.427,23,27,1,234,275,2.85,3.35,16.4,80.2,13,83.1,28,33.3,49.8
Detroit Red Wings,19891990,80,28,38,14,--,70,0.438,26,28,0,288,323,3.6,4.04,16.4,75.3,12.7,80.1,28.3,31.1,--
Nashville Predators,19992000,82,28,40,7,7,70,0.427,24,28,0,199,240,2.43,2.93,13.5,85.1,9.9,88,27,30.5,49.1
Arizona Coyotes,20222023,82,28,40,--,14,70,0.427,20,25,3,225,295,2.74,3.6,18.9,74.6,16.4,76.2,25.8,35,45.9
St. Louis Blues,19671968,74,27,31,16,--,70,0.473,27,27,0,177,191,2.39,2.58,--,--,--,--,30,29,--
Vancouver Canucks,19791980,80,27,37,16,--,70,0.438,27,27,0,256,281,3.2,3.51,17.3,75.8,13.4,76.5,29.1,29.2,--
Minnesota North Stars,19881989,80,27,37,16,--,70,0.438,27,27,0,258,278,3.23,3.48,20.2,81.2,17.8,85.1,31.4,32.4,--
Washington Capitals,19801981,80,26,36,18,--,70,0.438,26,26,0,286,317,3.58,3.96,18.8,73.9,15.2,76.4,29.3,31.6,--
Toronto Maple Leafs,19541955,70,24,24,22,--,70,0.5,24,24,0,147,135,2.1,1.93,--,--,--,--,--,--,--
Florida Panthers,20022003,82,24,36,13,9,70,0.427,20,24,0,176,237,2.15,2.89,14.1,81.5,11.5,83.4,27.2,33.2,46.2
Colorado Avalanche,20082009,82,32,45,--,5,69,0.421,20,23,9,190,253,2.32,3.09,15.7,79.9,13.2,81.1,28.8,29,47.8
Los Angeles Kings,19981999,82,32,45,5,--,69,0.421,27,32,0,189,222,2.3,2.71,13.2,85.8,9.8,89.4,28.3,30,50.2
Quebec Nordiques,19871988,80,32,43,5,--,69,0.431,30,32,0,271,306,3.39,3.83,21.7,76.6,18,78.5,29.9,29,--
Detroit Red Wings,19831984,80,31,42,7,--,69,0.431,28,31,0,298,323,3.73,4.04,22.2,75.2,19.4,78.1,29.1,28.9,--
Toronto Maple Leafs,19971998,82,30,43,9,--,69,0.421,29,30,0,194,237,2.37,2.89,11.4,86.6,7.8,87.9,27.7,28.7,49.8
Chicago Blackhawks,19871988,80,30,41,9,--,69,0.431,26,30,0,284,328,3.55,4.1,23.2,80.2,20.2,83.9,29.3,35.7,--
Vancouver Canucks,20162017,82,30,43,--,9,69,0.421,19,26,4,178,241,2.17,2.94,14.1,76.7,11.5,77.6,27.7,31.8,51.2
Hartford Whalers,19841985,80,30,41,9,--,69,0.431,26,30,0,268,318,3.35,3.98,22.9,80.4,19.1,82,27.5,30.2,--
Toronto Maple Leafs,20152016,82,29,42,--,11,69,0.421,20,23,6,192,240,2.34,2.93,15.4,81.6,12.4,82.7,30.7,30.5,50.6
Anaheim Ducks,20012002,82,29,42,8,3,69,0.421,26,29,0,175,198,2.13,2.41,11.5,86.1,9.1,87.3,26.1,27.5,51
Columbus Blue Jackets,20022003,82,29,42,8,3,69,0.421,25,29,0,213,263,2.6,3.21,17.3,85.3,15.1,88.3,26.1,32.2,48.6
Oakland Seals,19681969,76,29,36,11,--,69,0.454,29,29,0,219,251,2.88,3.3,--,--,--,--,29.6,31.6,--
Pittsburgh Penguins,20012002,82,28,41,8,5,69,0.421,21,28,0,198,249,2.41,3.04,14,83.8,11,85.2,27,29.2,47.1
Boston Bruins,19521953,70,28,29,13,--,69,0.493,28,28,0,152,172,2.17,2.46,--,--,--,--,--,--,--
Chicago Blackhawks,19581959,70,28,29,13,--,69,0.493,28,28,0,197,208,2.81,2.97,--,--,--,--,--,--,--
Chicago Blackhawks,19591960,70,28,29,13,--,69,0.493,28,28,0,191,180,2.73,2.57,--,--,--,--,30.4,31.2,--
Nashville Predators,20012002,82,28,41,13,0,69,0.421,23,28,0,196,230,2.39,2.8,14.2,85.9,11.9,87.6,24.6,28.2,47
Edmonton Oilers,19791980,80,28,39,13,--,69,0.431,28,28,0,301,322,3.76,4.03,22.3,76.4,20.8,79.9,28.4,30.8,--
New York Rangers,20032004,82,27,40,7,8,69,0.421,24,27,0,206,250,2.51,3.05,14.3,79.4,11.8,80.9,29.5,29.2,51.4
Boston Bruins,19571958,70,27,28,15,--,69,0.493,27,27,0,199,194,2.84,2.77,--,--,--,--,--,--,--
Tampa Bay Lightning,20012002,82,27,40,11,4,69,0.421,23,27,0,178,219,2.17,2.67,14.7,85.4,11.9,87.6,26.6,30.8,47
Chicago Blackhawks,19521953,70,27,28,15,--,69,0.493,27,27,0,169,175,2.41,2.5,--,--,--,--,--,--,--
Minnesota North Stars,19671968,74,27,32,15,--,69,0.466,27,27,0,191,226,2.58,3.05,--,--,--,--,28.6,31,--
Montréal Canadiens,20222023,82,31,45,--,6,68,0.415,21,26,5,227,305,2.77,3.72,16.1,72.7,14.8,75.6,27.3,33.6,48.5
Washington Capitals,19981999,82,31,45,6,--,68,0.415,29,31,0,200,218,2.44,2.66,17.3,84.4,15,86.7,29,26.1,53.4
Buffalo Sabres,20192020,69,30,31,--,8,68,0.493,22,28,2,193,215,2.8,3.12,18.9,74.6,13.3,77.3,29.3,31.1,45.9
Toronto Maple Leafs,19961997,82,30,44,8,--,68,0.415,29,30,0,230,273,2.8,3.33,15.5,82,12.9,85.4,29.3,34.4,--
Toronto Maple Leafs,20142015,82,30,44,--,8,68,0.415,22,25,5,206,257,2.51,3.13,15.9,80.5,11.7,83.1,29.2,33.5,49
Chicago Blackhawks,19831984,80,30,42,8,--,68,0.425,30,30,0,277,311,3.46,3.89,20.2,78.3,18.1,80.7,30.7,31.6,--
Colorado Avalanche,20102011,82,30,44,--,8,68,0.415,18,24,6,221,287,2.7,3.5,18.5,76.1,14.3,78.7,29.2,31.8,50.6
Edmonton Oilers,19951996,82,30,44,8,--,68,0.415,26,30,0,240,304,2.93,3.71,15.9,80.8,13.3,83.2,30,30.4,--
Los Angeles Kings,19871988,80,30,42,8,--,68,0.425,29,30,0,318,359,3.98,4.49,21.7,77.4,18.8,80,30.8,32.1,--
New York Rangers,19531954,70,29,31,10,--,68,0.486,29,29,0,161,182,2.3,2.6,--,--,--,--,--,--,--
Detroit Red Wings,19731974,78,29,39,10,--,68,0.436,29,29,0,255,319,3.27,4.09,--,--,--,--,29.8,32.2,--
New Jersey Devils,20192020,69,28,29,--,12,68,0.493,22,24,4,185,224,2.68,3.25,18,82.4,13.7,86.4,30.7,32.7,46.8
Toronto Maple Leafs,19821983,80,28,40,12,--,68,0.425,28,28,0,293,330,3.66,4.13,22.5,75,20,78.9,28.4,31.8,--
Chicago Blackhawks,20212022,82,28,42,--,12,68,0.415,16,22,6,213,289,2.6,3.52,19.2,76.2,16.7,77.1,28.8,33,49.6
Minnesota North Stars,19781979,80,28,40,12,--,68,0.425,28,28,0,257,289,3.21,3.61,21.8,79.3,18.7,81,30.6,28.6,--
Los Angeles Kings,20062007,82,27,41,--,14,68,0.415,21,23,4,223,277,2.72,3.38,18.3,77.9,17,79.3,31,29.8,47.7
Minnesota North Stars,19901991,80,27,39,14,--,68,0.425,27,27,0,256,266,3.2,3.33,19.9,80.2,18.1,82.5,32.1,28.3,--
New York Rangers,19971998,82,25,39,18,--,68,0.415,23,25,0,197,231,2.4,2.82,17.7,85.4,14,85.4,25.3,28,48.5
Pittsburgh Penguins,19771978,80,25,37,18,--,68,0.425,25,25,0,254,321,3.18,4.01,21.1,74.7,18.3,76.8,28.8,34.9,--
Minnesota Wild,20002001,82,25,39,13,5,68,0.415,21,25,0,168,210,2.05,2.56,9.6,84.7,5.9,88.2,24.6,28.1,48.1
Phoenix Coyotes,20032004,82,22,36,18,6,68,0.415,17,22,0,188,245,2.29,2.99,14.3,82.2,12,84.4,26.5,30.6,48.9
Boston Bruins,19391940,48,31,12,5,--,67,0.698,29,31,0,170,98,3.54,2.04,--,--,--,--,--,--,--
Detroit Red Wings,19441945,50,31,14,5,--,67,0.67,31,31,0,218,161,4.36,3.22,--,--,--,--,--,--,--
Phoenix Coyotes,20062007,82,31,46,--,5,67,0.409,24,26,5,211,282,2.57,3.44,16.5,78.4,13.3,79.5,28.3,30.1,52.7
Boston Bruins,19371938,48,30,11,7,--,67,0.698,28,30,0,142,89,2.96,1.85,--,--,--,--,--,--,--
Toronto Maple Leafs,19911992,80,30,43,7,--,67,0.419,26,30,0,234,294,2.93,3.68,17.5,80.9,16.2,82.9,30.3,31.1,--
New York Rangers,19751976,80,29,42,9,--,67,0.419,29,29,0,262,333,3.28,4.16,--,--,--,--,33,32.2,--
Edmonton Oilers,20132014,82,29,44,--,9,67,0.409,20,25,4,199,267,2.43,3.26,17,82.1,12.2,83.6,26.9,32.9,49
Anaheim Ducks,20192020,71,29,33,--,9,67,0.472,20,24,5,182,225,2.56,3.17,14.7,77,12,81.7,29.7,32.1,50.5
New York Rangers,19491950,70,28,31,11,--,67,0.479,28,28,0,170,189,2.43,2.7,--,--,--,--,--,--,--
Ottawa Senators,20172018,82,28,43,--,11,67,0.409,18,26,2,219,284,2.67,3.46,16.6,76.2,14.2,77.9,30.7,33.1,50.3
St. Louis Blues,19711972,78,28,39,11,--,67,0.429,28,28,0,208,247,2.67,3.17,--,--,--,--,32.7,30.1,--
Los Angeles Kings,19961997,82,28,43,11,--,67,0.409,28,28,0,214,268,2.61,3.27,13.6,87.2,9.5,88.6,29,33.9,--
Pittsburgh Penguins,19671968,74,27,34,13,--,67,0.453,27,27,0,195,216,2.64,2.92,--,--,--,--,30.8,30.7,--
Boston Bruins,19401941,48,27,8,13,--,67,0.698,25,27,0,168,102,3.5,2.13,--,--,--,--,--,--,--
Toronto Maple Leafs,19521953,70,27,30,13,--,67,0.479,27,27,0,156,167,2.23,2.39,--,--,--,--,--,--,--
Washington Capitals,19791980,80,27,40,13,--,67,0.419,27,27,0,261,293,3.26,3.66,18.2,73.7,16.9,75.7,28.4,29.6,--
Detroit Red Wings,19591960,70,26,29,15,--,67,0.479,26,26,0,186,197,2.66,2.81,--,--,--,--,33.2,28.9,--
Calgary Flames,19971998,82,26,41,15,--,67,0.409,22,26,0,217,252,2.65,3.07,12.1,84,8.4,88.1,27.7,27.8,46.9
Boston Bruins,19541955,70,23,26,21,--,67,0.479,23,23,0,169,188,2.41,2.69,--,--,--,--,--,--,--
Anaheim Ducks,20122013,48,30,12,--,6,66,0.688,23,24,6,134,115,2.79,2.4,21.5,81.5,17.8,84.6,28.1,27.9,47.5
Boston Bruins,19481949,60,29,23,8,--,66,0.55,29,29,0,178,163,2.97,2.72,--,--,--,--,--,--,--
Florida Panthers,20132014,82,29,45,--,8,66,0.402,21,21,8,188,262,2.29,3.2,10,76,7.8,79,29.9,31.1,48.3
Vancouver Canucks,19861987,80,29,43,8,--,66,0.413,27,29,0,282,314,3.53,3.93,23.3,75.9,20.2,79.1,29.7,28.5,--
Hartford Whalers,19831984,80,28,42,10,--,66,0.413,26,28,0,288,320,3.6,4,24.3,77.5,20.1,79.1,30.1,31.1,--
New Jersey Devils,19881989,80,27,41,12,--,66,0.413,26,27,0,281,325,3.51,4.06,18.3,75.4,15.1,76.9,31.2,29.9,--
Chicago Blackhawks,19881989,80,27,41,12,--,66,0.413,25,27,0,297,335,3.71,4.19,21,74.6,17.3,79.8,32.9,31.4,--
Detroit Red Wings,19841985,80,27,41,12,--,66,0.413,27,27,0,313,357,3.91,4.46,22.1,73.4,17.5,76.4,28.4,31.5,--
Detroit Red Wings,19671968,74,27,35,12,--,66,0.446,27,27,0,245,257,3.31,3.47,--,--,--,--,33.2,30.3,--
Los Angeles Kings,19821983,80,27,41,12,--,66,0.413,27,27,0,308,365,3.85,4.56,24.3,68.6,20.1,72,33.5,30.6,--
Los Angeles Kings,19931994,84,27,45,12,--,66,0.393,24,27,0,294,322,3.5,3.83,20.7,80.5,18.9,84.6,33,36.3,--
Columbus Blue Jackets,20232024,82,27,43,--,12,66,0.402,21,24,3,234,298,2.85,3.63,15.1,76.3,12.3,78.4,30,34.4,47.2
New York Rangers,19561957,70,26,30,14,--,66,0.471,26,26,0,184,227,2.63,3.24,--,--,--,--,--,--,--
Philadelphia Flyers,19711972,78,26,38,14,--,66,0.423,26,26,0,200,236,2.56,3.03,--,--,--,--,30.3,33.6,--
Pittsburgh Penguins,19711972,78,26,38,14,--,66,0.423,26,26,0,220,258,2.82,3.31,--,--,--,--,31.3,29.4,--
Dallas Stars,19951996,82,26,42,14,--,66,0.402,25,26,0,227,280,2.77,3.41,15.1,80.4,10.6,82.3,30.1,30.8,--
Boston Bruins,19511952,70,25,29,16,--,66,0.471,25,25,0,162,176,2.31,2.51,--,--,--,--,--,--,--
Detroit Red Wings,19601961,70,25,29,16,--,66,0.471,25,25,0,195,215,2.79,3.07,--,--,--,--,34.2,29,--
Anaheim Ducks,20002001,82,25,41,11,5,66,0.402,21,25,0,188,245,2.29,2.99,17.7,81.8,14.2,83.3,25.9,29.5,48.3
Tampa Bay Lightning,20082009,82,24,40,--,18,66,0.402,19,21,3,207,269,2.52,3.28,17.8,78,15.2,79,28.5,32.9,50.2
Los Angeles Kings,19951996,82,24,40,18,--,66,0.402,21,24,0,256,302,3.12,3.68,18,81.1,13.5,84.3,31.4,35.4,--
Florida Panthers,20002001,82,22,38,13,9,66,0.402,20,22,0,200,246,2.44,3,13,83.9,9.4,85.9,26.5,31.2,48.5
Quebec Nordiques,19941995,48,30,13,5,--,65,0.677,29,30,0,185,134,3.85,2.79,24.2,81.3,22.6,85.7,30.2,30.3,--
Columbus Blue Jackets,20112012,82,29,46,--,7,65,0.396,23,25,4,198,257,2.41,3.13,15.5,76.6,12.9,79.2,29.9,30.9,50.9
Pittsburgh Penguins,19731974,78,28,41,9,--,65,0.417,28,28,0,242,273,3.1,3.5,--,--,--,--,31.6,29.7,--
Montréal Canadiens,19481949,60,28,23,9,--,65,0.542,28,28,0,152,126,2.53,2.1,--,--,--,--,--,--,--
Vancouver Canucks,19901991,80,28,43,9,--,65,0.406,25,28,0,243,315,3.04,3.94,16.6,77.6,12.5,80.5,30,29.6,--
Pittsburgh Penguins,20022003,82,27,44,6,5,65,0.396,24,27,0,189,255,2.3,3.11,18.3,83.5,15.6,84.4,25.4,30.9,49.5
Toronto Maple Leafs,19581959,70,27,32,11,--,65,0.464,27,27,0,189,201,2.7,2.87,--,--,--,--,--,--,--
California Golden Seals,19751976,80,27,42,11,--,65,0.406,27,27,0,250,278,3.13,3.48,--,--,--,--,28.7,30.5,--
Washington Capitals,19811982,80,26,41,13,--,65,0.406,26,26,0,319,338,3.99,4.23,22.5,78.6,19.8,81.2,31.5,33.3,--
Chicago Blackhawks,20052006,82,26,43,--,13,65,0.396,17,24,2,209,279,2.55,3.4,12.2,83.9,9.4,85,30.2,29.5,48.9
Anaheim Ducks,19971998,82,26,43,13,--,65,0.396,23,26,0,205,261,2.5,3.18,11.7,81.8,9.2,84.1,26.6,30.4,51.3
Hartford Whalers,19911992,80,26,41,13,--,65,0.406,24,26,0,247,283,3.09,3.54,17.6,78.3,15,80.8,28.4,29.9,--
Montréal Canadiens,19501951,70,25,30,15,--,65,0.464,25,25,0,173,184,2.47,2.63,--,--,--,--,--,--,--
St. Louis Blues,19821983,80,25,40,15,--,65,0.406,25,25,0,285,316,3.56,3.95,21.3,81.3,17.9,83.9,31.3,31.2,--
Atlanta Flames,19721973,78,25,38,15,--,65,0.417,25,25,0,191,239,2.45,3.06,--,--,--,--,27.1,31.8,--
Nashville Predators,20202021,56,31,23,--,2,64,0.571,21,26,5,151,154,2.7,2.75,17.6,75.6,16.4,79.1,30,31.3,51.7
Toronto Maple Leafs,19341935,48,30,14,4,--,64,0.667,27,30,0,157,111,3.27,2.31,--,--,--,--,--,--,--
Ottawa Senators (1917),19261927,44,30,10,4,--,64,0.727,25,30,0,86,69,1.95,1.57,--,--,--,--,--,--,--
New Jersey Devils,19861987,80,29,45,6,--,64,0.4,26,29,0,293,368,3.66,4.6,21.9,73.2,19.2,76,29.5,33.6,--
Ottawa Senators,20182019,82,29,47,--,6,64,0.39,23,29,0,242,301,2.95,3.67,20.4,79.2,16.8,81,29.6,35.7,49.6
Los Angeles Kings,20192020,70,29,35,--,6,64,0.457,21,28,1,177,209,2.53,2.99,17.1,77.4,16.6,80,33.2,29.7,50.8
Boston Bruins,19591960,70,28,34,8,--,64,0.457,28,28,0,220,241,3.14,3.44,--,--,--,--,29.3,33.1,--
Buffalo Sabres,19861987,80,28,44,8,--,64,0.4,27,28,0,280,308,3.5,3.85,18.6,75.6,16.1,77.1,30.3,29.1,--
New York Rangers,19391940,48,27,11,10,--,64,0.667,27,27,0,136,77,2.83,1.6,--,--,--,--,--,--,--
Toronto Maple Leafs,19721973,78,27,41,10,--,64,0.41,27,27,0,247,279,3.17,3.58,--,--,--,--,33.1,33,--
New York Rangers,19611962,70,26,32,12,--,64,0.457,26,26,0,195,207,2.79,2.96,--,--,--,--,28.8,33.3,--
New York Rangers,19581959,70,26,32,12,--,64,0.457,26,26,0,201,217,2.87,3.1,--,--,--,--,--,--,--
Pittsburgh Penguins,19691970,76,26,38,12,--,64,0.421,26,26,0,182,238,2.39,3.13,--,--,--,--,31.4,29.4,--
St. Louis Blues,19731974,78,26,40,12,--,64,0.41,26,26,0,206,248,2.64,3.18,--,--,--,--,28.9,31.1,--
Winnipeg Jets (1979),19881989,80,26,42,12,--,64,0.4,20,26,0,300,355,3.75,4.44,22.4,77.5,18.8,81.6,29.8,32.3,--
Edmonton Oilers,19931994,84,25,45,14,--,64,0.381,24,25,0,261,305,3.11,3.63,18.4,80.6,16.2,81.1,30.3,34.4,--
Vancouver Canucks,19891990,80,25,41,14,--,64,0.4,23,25,0,245,306,3.06,3.83,17.1,74.9,15,77.2,28.8,30.3,--
Vancouver Canucks,19971998,82,25,43,14,--,64,0.39,25,25,0,224,273,2.73,3.33,12.8,82.2,9.6,86.6,25.5,30.2,52
Minnesota North Stars,19761977,80,23,39,18,--,64,0.4,23,23,0,240,310,3,3.88,--,--,--,--,27.9,31.9,--
Winnipeg Jets,20202021,56,30,23,--,3,63,0.563,24,30,0,170,152,3.04,2.71,23,80.5,21.1,82.6,29.7,30.6,50.5
Montréal Canadiens,20122013,48,29,14,--,5,63,0.656,24,26,3,146,124,3.04,2.58,20.7,79.8,19.7,79.8,30.6,26.9,49.8
San Jose Sharks,20192020,70,29,36,--,5,63,0.45,22,27,2,180,225,2.57,3.21,17.5,85.7,14.3,88.8,30,30.6,48.9
Nashville Predators,19981999,82,28,47,7,--,63,0.384,27,28,0,190,261,2.32,3.18,12.4,79,9.3,81,27.1,33,51.3
New Jersey Devils,20212022,82,27,46,--,9,63,0.384,19,24,3,245,302,2.99,3.68,15.6,80.2,9.3,83,31.2,31,46.9
St. Louis Blues,20202021,56,27,20,--,9,63,0.563,19,25,2,167,167,2.98,2.98,23.2,77.8,22.6,81.3,29,29.8,53.3
Hartford Whalers,19931994,84,27,48,9,--,63,0.375,23,27,0,227,288,2.7,3.43,15,78.9,12.8,80.8,27.6,30.8,--
